eph_aglome,RADIO,PERSONAS,decil_NSE
Gran Santa Fe,820632213,520,10
Gran Santa Fe,820632214,526,9
Gran Santa Fe,820632301,715,9
Gran Santa Fe,820632302,774,10
Gran Santa Fe,820632303,687,9
Gran Santa Fe,820632304,808,10
Gran Santa Fe,820632305,620,9
Gran Santa Fe,820632306,1132,10
Gran Santa Fe,820632307,376,10
Gran Santa Fe,820632308,897,10
Gran Santa Fe,820632309,631,9
Gran Santa Fe,820632310,925,9
Gran Santa Fe,820632311,452,9
Gran Santa Fe,820632312,757,9
Gran Santa Fe,820632313,325,8
Gran Santa Fe,820632314,753,10
Gran Santa Fe,820632401,623,10
Gran Santa Fe,820632402,532,10
Gran Santa Fe,820632403,638,10
Gran Santa Fe,820632404,516,9
Gran Santa Fe,820632405,402,10
Gran Santa Fe,820632406,349,10
Gran Santa Fe,820632407,347,10
Gran Santa Fe,820632408,492,9
Gran Santa Fe,820632409,583,10
Gran Santa Fe,820632410,587,10
Gran Santa Fe,820632411,600,9
Gran Santa Fe,820632412,697,9
Gran Santa Fe,820632413,415,8
Gran Santa Fe,820632414,575,10
Gran Santa Fe,820632415,556,9
Gran Santa Fe,820632416,634,10
Gran Santa Fe,820632417,445,10
Gran Santa Fe,820632418,307,10
Gran Santa Fe,820632501,747,3
Gran Santa Fe,820632502,1128,6
Gran Santa Fe,820632503,1034,10
Gran Santa Fe,820632504,511,9
Gran Santa Fe,820632505,561,8
Gran Santa Fe,820632506,909,3
Gran Santa Fe,820632507,518,7
Gran Santa Fe,820632508,514,9
Gran Santa Fe,820632509,878,9
Gran Santa Fe,820632510,786,8
Gran Santa Fe,820632511,731,7
Gran Santa Fe,820632512,359,6
Gran Santa Fe,820632513,646,7
Gran Santa Fe,820632601,2269,1
Gran Santa Fe,820632602,1224,2
Gran Santa Fe,820632603,1107,1
Gran Santa Fe,820632604,1109,2
Gran Santa Fe,820632605,1470,1
Gran Santa Fe,820632606,983,2
Gran Santa Fe,820632607,1292,3
Gran Santa Fe,820632608,991,6
Gran Santa Fe,820632609,1209,4
Gran Santa Fe,820632610,840,2
Gran Santa Fe,820632611,768,3
Gran Santa Fe,820632612,1123,3
Gran Santa Fe,820632613,2428,2
Gran Santa Fe,820632614,1047,3
Gran Santa Fe,820632615,935,2
Gran Santa Fe,820632616,1283,1
Gran Santa Fe,820632617,1597,3
Gran Santa Fe,820632701,848,4
Gran Santa Fe,820632702,895,4
Gran Santa Fe,820632703,812,4
Gran Santa Fe,820632704,904,6
Gran Santa Fe,820632705,786,8
Gran Santa Fe,820632706,1060,8
Gran Santa Fe,820632707,822,6
Gran Santa Fe,820632708,736,7
Gran Santa Fe,820632709,1784,3
Gran Santa Fe,820632710,1494,5
Gran Santa Fe,820632711,1318,6
Gran Santa Fe,820632712,1550,2
Gran Santa Fe,820632713,1985,1
Gran Santa Fe,820632714,1666,4
Gran Santa Fe,820632715,1353,3
Gran Santa Fe,820632801,963,5
Gran Santa Fe,820632802,1231,5
Gran Santa Fe,820632803,1500,6
Gran Santa Fe,820632804,56,10
Gran Santa Fe,820632805,1843,6
Gran Santa Fe,820632806,2138,3
Gran Santa Fe,820632807,1483,4
Gran Santa Fe,820632808,1150,4
Gran Santa Fe,820632809,1533,3
Gran Santa Fe,820632810,1624,3
Gran Santa Fe,820632811,2713,2
Gran Santa Fe,820632812,16,8
Gran Santa Fe,820632813,150,10
Gran Santa Fe,820632814,1724,3
Gran Santa Fe,820632815,594,2
Gran Santa Fe,820632816,479,4
Gran Santa Fe,820632817,696,6
Gran Santa Fe,820632818,1015,2
Gran Santa Fe,820632819,1141,4
Gran Santa Fe,820632823,815,2
Gran Santa Fe,820632826,574,6
Gran Santa Fe,820632827,192,8
Gran Santa Fe,820632828,698,5
Gran Santa Fe,820632829,1011,4
Gran Santa Fe,820632901,1905,9
Gran Santa Fe,820632902,919,1
Gran Santa Fe,820632903,824,8
Gran Santa Fe,820632904,1298,5
Gran Santa Fe,820632905,1694,1
Gran Santa Fe,820632906,1448,1
Gran Santa Fe,820632907,957,3
Gran Santa Fe,820632908,1080,2
Gran Santa Fe,820632909,1270,3
Gran Santa Fe,820632910,948,5
Gran Santa Fe,820632911,736,4
Gran Santa Fe,820632912,679,7
Gran Santa Fe,820632913,866,8
Gran Santa Fe,820632914,614,5
Gran Santa Fe,820632915,1025,5
Gran Santa Fe,820633001,901,8
Gran Santa Fe,820633002,1036,7
Gran Santa Fe,820633003,597,7
Gran Santa Fe,820633004,557,7
Gran Santa Fe,820633005,692,6
Gran Santa Fe,820633006,807,5
Gran Santa Fe,820633007,1227,6
Gran Santa Fe,820633008,1475,8
Gran Santa Fe,820633009,1456,7
Gran Santa Fe,820633010,1326,7
Gran Santa Fe,820633011,1045,7
Gran Santa Fe,820633012,805,6
Gran Santa Fe,820633013,1360,5
Gran Santa Fe,820633101,2030,4
Gran Santa Fe,820633102,666,4
Gran Santa Fe,820633103,1173,4
Gran Santa Fe,820633104,2471,5
Gran Santa Fe,820633105,110,3
Gran Santa Fe,820633106,1250,4
Gran Santa Fe,820633107,1396,3
Gran Santa Fe,820633108,855,3
Gran Santa Fe,820633109,2363,5
Gran Santa Fe,820633110,1514,2
Gran Santa Fe,820633111,1249,1
Gran Santa Fe,820633112,1439,1
Gran Santa Fe,820633113,1238,4
Gran Santa Fe,820633114,1335,2
Gran Santa Fe,820633115,1792,2
Gran Santa Fe,820633201,1309,4
Gran Santa Fe,820633202,1099,2
Gran Santa Fe,820633203,1668,2
Gran Santa Fe,820633204,866,3
Gran Santa Fe,820633205,1379,1
Gran Santa Fe,820633206,926,4
Gran Santa Fe,820633207,1829,4
Gran Santa Fe,820633208,1235,4
Gran Santa Fe,820633209,1498,4
Gran Santa Fe,820633210,984,4
Gran Santa Fe,820633211,1444,2
Gran Santa Fe,820633212,2148,1
Gran Santa Fe,820633213,1612,4
Gran Santa Fe,820633214,923,3
Gran Santa Fe,820633215,612,3
Gran Santa Fe,820633216,992,3
Gran Santa Fe,820633301,1484,1
Gran Santa Fe,820633302,1062,1
Gran Santa Fe,820633303,1224,1
Gran Santa Fe,820633304,1117,1
Gran Santa Fe,820633305,845,3
Gran Santa Fe,820633306,1009,6
Gran Santa Fe,820633307,953,7
Gran Santa Fe,820633308,1343,7
Gran Santa Fe,820633309,852,2
Gran Santa Fe,820633310,1012,2
Gran Santa Fe,820633401,2919,1
Gran Santa Fe,820633402,1484,3
Gran Santa Fe,820633403,1656,2
Gran Santa Fe,820633404,1005,2
Gran Santa Fe,820633405,5764,3
Gran Santa Fe,820633406,2133,5
Gran Santa Fe,820633407,871,5
Gran Santa Fe,820633408,757,4
Gran Santa Fe,820633409,966,2
Gran Santa Fe,820633410,830,2
Gran Santa Fe,820633411,973,4
Gran Santa Fe,820633412,1607,3
Gran Santa Fe,820633413,3265,4
Gran Santa Fe,820633501,907,1
Gran Santa Fe,820633502,855,2
Gran Santa Fe,820633503,856,3
Gran Santa Fe,820633504,665,5
Gran Santa Fe,820633505,609,6
Gran Santa Fe,820633506,892,8
Gran Santa Fe,820633507,725,9
Gran Santa Fe,820633508,736,10
Gran Santa Fe,820633509,729,10
Gran Tucumán - Tafi Viejo,900630104,1560,4
Gran Tucumán - Tafi Viejo,900630105,1532,3
Gran Tucumán - Tafi Viejo,900630106,1059,6
Gran Tucumán - Tafi Viejo,900630107,660,5
Gran Tucumán - Tafi Viejo,900630108,1644,3
Gran Tucumán - Tafi Viejo,900630109,1189,4
Gran Tucumán - Tafi Viejo,900630110,1534,5
Gran Tucumán - Tafi Viejo,900630111,1588,3
Gran Tucumán - Tafi Viejo,900630112,1057,4
Gran Tucumán - Tafi Viejo,900630113,1285,6
Gran Tucumán - Tafi Viejo,900630114,1350,2
Gran Tucumán - Tafi Viejo,900630305,2157,1
Gran Mendoza,500700401,490,2
Gran Mendoza,500700402,1168,4
Gran Mendoza,500700403,1489,2
Gran Mendoza,500700404,1790,2
Gran Mendoza,500700405,1506,2
Gran Mendoza,500700406,1643,2
Gran Mendoza,500700407,1773,3
Gran Mendoza,500700408,2208,2
Gran Mendoza,500700409,1839,1
Gran Mendoza,500700410,457,4
Gran Mendoza,500700412,1505,1
Gran Mendoza,500700413,1671,1
Gran Mendoza,500700423,1274,5
Gran Mendoza,500700424,735,3
Gran Mendoza,500700501,1907,7
Gran Mendoza,500700502,1184,5
Gran Mendoza,500700503,602,8
Gran Mendoza,500700504,814,5
Gran Mendoza,500700505,1210,7
Gran Mendoza,500700506,1127,4
Gran Mendoza,500700507,957,4
Gran Mendoza,500700508,887,6
Gran Mendoza,500700509,674,5
Gran Mendoza,500700510,1403,4
Gran Mendoza,500700511,1224,3
Gran Mendoza,500700512,1421,3
Gran Mendoza,500700513,1213,3
Gran Mendoza,500700514,1067,1
Gran Mendoza,500700601,1665,3
Gran Mendoza,500700602,1754,3
Gran Mendoza,500700603,1532,5
Gran Mendoza,500700604,685,4
Gran Mendoza,500700605,813,4
Gran Mendoza,500700606,991,5
Gran Mendoza,500700607,1096,3
Gran Mendoza,500700608,1755,3
Gran Mendoza,500700609,771,6
Gran Mendoza,500700610,701,3
Gran Mendoza,500700611,679,2
Gran Mendoza,500700612,1480,2
Gran Mendoza,500700613,951,9
Gran Mendoza,500700701,667,7
Gran Mendoza,500700702,948,6
Gran Mendoza,500700703,1122,5
Gran Mendoza,500700704,718,6
Gran Mendoza,500700705,1173,3
Gran Mendoza,500700706,1684,1
Gran Mendoza,500700707,883,5
Gran Mendoza,500700708,943,3
Gran Mendoza,500700709,572,5
Gran Mendoza,500700710,535,4
Gran Mendoza,500700711,832,6
Gran Mendoza,500700712,585,7
Gran Mendoza,500700801,1111,6
Gran Mendoza,500700802,939,6
Gran Mendoza,500700803,938,6
Gran Mendoza,500700804,1197,8
Gran Mendoza,500700805,1674,6
Gran Mendoza,500700806,1167,7
Gran Mendoza,500700807,754,7
Gran Mendoza,500700808,1000,9
Gran Mendoza,500700809,833,7
Gran Mendoza,500700810,1202,4
Gran Mendoza,500700811,913,4
Gran Mendoza,500700812,1154,4
Gran Mendoza,500700813,851,2
Gran Mendoza,500700814,1015,3
Gran Mendoza,500700815,777,2
Gran Mendoza,500700816,1178,8
Gran Mendoza,500700901,947,3
Gran Mendoza,500700902,1573,1
Gran Mendoza,500700903,2875,2
Gran Mendoza,500700904,1290,2
Gran Mendoza,500700905,760,5
Gran Mendoza,500700906,639,5
Gran Mendoza,500700907,1006,6
Gran Mendoza,500700908,1306,4
Gran Mendoza,500700909,848,2
Gran Mendoza,500700910,910,1
Gran Mendoza,500700911,1617,1
Gran Mendoza,500700912,1182,2
Gran Mendoza,500700913,812,4
Gran Mendoza,500701001,1273,4
Gran Mendoza,500701002,972,5
Gran Mendoza,500701003,941,6
Gran Mendoza,500701004,1095,7
Gran Mendoza,500701005,569,6
Gran Mendoza,500701006,1440,6
Gran Mendoza,500701007,777,8
Gran Mendoza,500701008,670,5
Gran Mendoza,500701009,697,4
Gran Mendoza,500701010,991,7
Gran Mendoza,500701011,589,6
Gran Mendoza,500701012,1176,9
Gran Mendoza,500701013,769,3
Gran San Juan,700700501,1369,2
Gran San Juan,700700502,938,4
Gran San Juan,700700503,1130,1
Gran San Juan,700700504,788,1
Gran San Juan,700700505,1046,1
Gran San Juan,700700506,1379,1
Gran San Juan,700700507,1284,1
Gran San Juan,700700508,1190,3
Gran San Juan,700700509,1104,2
Gran San Juan,700700510,1338,2
Gran San Juan,700700511,1928,1
Gran San Juan,700700512,1584,4
Gran San Juan,700700513,1355,2
Gran San Juan,700700514,1499,2
Gran San Juan,700700515,1328,3
Gran San Juan,700700516,1625,1
Gran San Juan,700700517,1341,1
Gran San Juan,700700518,771,2
Rawson - Trelew,260770101,129,NA
Rawson - Trelew,260770202,3,6
Rawson - Trelew,260770204,206,1
Rawson - Trelew,260770301,308,10
Rawson - Trelew,260770302,550,9
Rawson - Trelew,260770303,468,8
Rawson - Trelew,260770304,858,4
Rawson - Trelew,260770305,1026,6
Rawson - Trelew,260770306,676,9
Rawson - Trelew,260770307,414,9
Rawson - Trelew,260770308,267,8
Rawson - Trelew,260770309,182,10
Rawson - Trelew,260770310,340,10
Rawson - Trelew,260770311,272,10
Rawson - Trelew,260770312,257,9
Rawson - Trelew,260770313,279,10
Rawson - Trelew,260770314,277,10
Rawson - Trelew,260770315,355,10
Rawson - Trelew,260770316,246,2
Rawson - Trelew,260770501,539,7
Rawson - Trelew,260770502,1184,3
Rawson - Trelew,260770503,819,3
Rawson - Trelew,260770504,929,5
Rawson - Trelew,260770505,975,4
Rawson - Trelew,260770506,941,4
Rawson - Trelew,260770507,826,7
Rawson - Trelew,260770508,669,4
Rawson - Trelew,260770509,772,5
Rawson - Trelew,260770510,1049,7
Rawson - Trelew,260770511,695,7
Rawson - Trelew,260770512,686,5
Rawson - Trelew,260770513,642,5
Rawson - Trelew,260770514,747,3
Rawson - Trelew,260770515,733,3
Rawson - Trelew,260770516,673,8
Rawson - Trelew,260770517,653,5
Rawson - Trelew,260770518,894,1
Rawson - Trelew,260770519,702,4
Rawson - Trelew,260770520,347,7
Rawson - Trelew,260770601,491,7
Rawson - Trelew,260770602,673,7
Rawson - Trelew,260770603,746,8
Rawson - Trelew,260770604,579,6
Rawson - Trelew,260770605,1089,3
Rawson - Trelew,260770606,1050,4
Rawson - Trelew,260770607,567,3
Rawson - Trelew,260770608,988,4
Rawson - Trelew,260770609,756,5
Rawson - Trelew,260770610,568,5
Rawson - Trelew,260770611,802,6
Rawson - Trelew,260770612,623,4
Rawson - Trelew,260770701,1583,5
Rawson - Trelew,260770702,1023,6
Rawson - Trelew,260770703,1457,4
Rawson - Trelew,260770704,1793,5
Rawson - Trelew,260770705,1128,1
Rawson - Trelew,260770706,875,1
Rawson - Trelew,260770707,1337,1
Rawson - Trelew,260770708,804,1
Rawson - Trelew,260770709,1424,1
Rawson - Trelew,260770710,1059,2
Rawson - Trelew,260770711,636,2
Rawson - Trelew,260770712,1154,3
Rawson - Trelew,260770713,1009,3
Rawson - Trelew,260770714,777,2
Rawson - Trelew,260770715,579,2
Rawson - Trelew,260770801,1128,1
Rawson - Trelew,260770802,1073,4
Rawson - Trelew,260770803,1401,2
Rawson - Trelew,260770804,793,4
Rawson - Trelew,260770805,796,3
Rawson - Trelew,260770806,1236,3
Rawson - Trelew,260770807,465,3
Rawson - Trelew,260770808,1185,2
Rawson - Trelew,260770809,893,1
Rawson - Trelew,260770810,835,4
Rawson - Trelew,260770811,423,9
Rawson - Trelew,260770812,567,5
Rawson - Trelew,260770813,895,4
Rawson - Trelew,260770814,713,1
Rawson - Trelew,260770815,1051,2
Rawson - Trelew,260770901,1598,1
Rawson - Trelew,260770902,1276,2
Rawson - Trelew,260770903,1763,1
Rawson - Trelew,260770904,835,3
Rawson - Trelew,260770905,1073,3
Rawson - Trelew,260770906,1137,2
Rawson - Trelew,260770907,757,2
Rawson - Trelew,260770908,893,2
Rawson - Trelew,260770909,870,2
Rawson - Trelew,260770910,1267,1
Rawson - Trelew,260770911,1426,1
Rawson - Trelew,260770912,1640,2
Rawson - Trelew,260771001,818,4
Rawson - Trelew,260771002,656,6
Rawson - Trelew,260771003,375,6
Rawson - Trelew,260771004,640,5
Rawson - Trelew,260771005,785,7
Rawson - Trelew,260771006,357,9
Rawson - Trelew,260771007,497,9
Rawson - Trelew,260771008,510,8
Rawson - Trelew,260771009,478,9
Rawson - Trelew,260771010,514,9
Rawson - Trelew,260771011,320,8
Rawson - Trelew,260771012,446,10
Rawson - Trelew,260771013,810,7
Rawson - Trelew,260771014,816,7
Rawson - Trelew,260771015,962,8
Rawson - Trelew,260771016,1574,6
Rawson - Trelew,260771017,1240,6
Rawson - Trelew,260771018,752,4
Rawson - Trelew,260771101,655,4
Rawson - Trelew,260771102,1640,5
Rawson - Trelew,260771103,1322,2
Rawson - Trelew,260771104,864,1
Rawson - Trelew,260771105,1069,1
Rawson - Trelew,260771106,954,8
Rawson - Trelew,260771107,1071,3
Rawson - Trelew,260771108,576,5
Rawson - Trelew,260771109,561,6
Rawson - Trelew,260771110,316,9
Rawson - Trelew,260771111,416,8
Rawson - Trelew,260771112,629,8
Rawson - Trelew,260771113,938,7
Rawson - Trelew,260771114,650,6
Rawson - Trelew,260771201,1584,7
Rawson - Trelew,260771202,969,6
Rawson - Trelew,260771203,1115,5
Rawson - Trelew,260771204,820,7
Rawson - Trelew,260771205,947,7
Rawson - Trelew,260771206,841,10
Rawson - Trelew,260771207,941,10
Rawson - Trelew,260771208,784,9
Rawson - Trelew,260771209,511,10
Rawson - Trelew,260771210,764,8
Rawson - Trelew,260771211,996,9
Rawson - Trelew,260771212,949,8
Rawson - Trelew,260771213,753,7
Rawson - Trelew,260771214,1357,5
Rawson - Trelew,260771215,1289,6
Rawson - Trelew,260771301,1210,3
Rawson - Trelew,260771302,1635,6
Rawson - Trelew,260771303,900,10
Rawson - Trelew,260771304,1113,6
Rawson - Trelew,260771305,1059,10
Rawson - Trelew,260771306,1243,9
Rawson - Trelew,260771307,1014,7
Rawson - Trelew,260771308,1212,9
Rawson - Trelew,260771309,1476,8
Rawson - Trelew,260771310,666,8
Rawson - Trelew,260771311,879,9
Rawson - Trelew,260771312,838,8
Rawson - Trelew,260771313,680,10
Rawson - Trelew,260771314,403,10
Salta,660770104,576,8
Salta,660770105,857,5
Salta,660770106,717,8
Salta,660770107,799,6
Salta,660770108,931,7
Salta,660770109,695,6
Gran San Juan,700770101,560,3
Gran San Juan,700770102,2014,2
Gran San Juan,700770103,18,2
Gran San Juan,700770104,1451,1
Gran San Juan,700770105,1134,1
Gran San Juan,700770106,1091,1
Gran San Juan,700770201,1341,4
Gran San Juan,700770202,1511,3
Gran San Juan,700770203,1391,3
Gran San Juan,700770204,1451,3
Gran San Juan,700770205,1315,3
Gran San Juan,700770206,1323,5
Gran San Juan,700770207,1273,4
Gran San Juan,700770208,1629,5
Gran San Juan,700770209,1117,8
Gran San Juan,700770210,641,2
Gran San Juan,700770211,1032,8
Gran San Juan,700770212,1003,3
Gran San Juan,700770213,1283,4
Gran San Juan,700770301,935,3
Gran San Juan,700770302,968,5
Gran San Juan,700770303,1035,6
Gran San Juan,700770304,1357,3
Gran San Juan,700770305,1041,3
Gran San Juan,700770306,1330,4
Gran San Juan,700770307,1436,4
Gran San Juan,700770308,863,5
Gran San Juan,700770309,1229,3
Gran San Juan,700770310,1273,5
Gran San Juan,700770311,1204,5
Gran San Juan,700770312,844,6
Gran San Juan,700770313,911,1
Gran San Juan,700770401,738,6
Gran San Juan,700770402,634,5
Gran San Juan,700770403,823,7
Gran San Juan,700770404,905,8
Gran San Juan,700770405,878,6
Gran San Juan,700770406,1054,7
Gran San Juan,700770407,1045,9
Gran San Juan,700770408,812,7
Gran San Juan,700770409,711,5
Gran San Juan,700770410,1206,7
Gran San Juan,700770411,757,2
Gran San Juan,700770412,1244,4
Gran San Juan,700770413,638,5
Gran San Juan,700770414,768,2
Gran San Juan,700770415,859,4
Gran San Juan,700770416,884,2
Gran San Juan,700770501,1008,7
Gran San Juan,700770502,1389,2
Gran San Juan,700770503,837,7
Gran San Juan,700770504,595,3
Gran San Juan,700770505,877,6
Gran San Juan,700770506,584,8
Gran San Juan,700770507,1176,5
Gran San Juan,700770508,874,6
Gran San Juan,700770509,673,5
Gran San Juan,700770510,1436,3
Gran San Juan,700770511,1491,7
Gran San Juan,700770512,1215,8
Gran San Juan,700770801,676,6
Gran San Juan,700770802,828,4
Gran San Juan,700770803,1450,5
Gran San Juan,700770804,974,1
Gran San Juan,700770805,1294,2
Gran San Juan,700770806,1736,4
Gran San Juan,700770807,925,1
Gran San Juan,700770808,1133,5
Gran San Juan,700770809,1436,4
Gran San Juan,700770810,1705,4
Gran San Juan,700770811,1233,1
Gran San Juan,700770812,1187,3
Gran San Juan,700770813,1779,1
Gran San Juan,700770814,1097,3
Gran San Juan,700770815,1131,1
Gran San Juan,700770901,987,6
Gran San Juan,700770902,871,7
Gran San Juan,700770903,957,6
Gran San Juan,700770904,1207,3
Gran San Juan,700770905,2024,1
Gran San Juan,700770906,1210,2
Gran San Juan,700770907,1130,2
Gran San Juan,700770908,1066,3
Gran San Juan,700770909,1271,1
Gran San Juan,700770910,1348,3
Gran San Juan,700770911,1196,3
Gran San Juan,700770912,1030,5
Gran San Juan,700771001,695,8
Gran San Juan,700771002,1577,4
Gran San Juan,700771003,714,7
Gran San Juan,700771004,1125,6
Gran San Juan,700771005,1151,6
Gran San Juan,700771006,1179,4
Gran San Juan,700771007,1392,5
Gran San Juan,700771008,876,3
Gran San Juan,700771009,763,6
Gran San Juan,700771010,1007,3
Gran San Juan,700771011,780,7
Gran San Juan,700771012,829,6
Gran San Juan,700771013,1340,6
Gran Paraná,300840101,974,2
Gran Paraná,300840102,981,2
Gran Paraná,300840103,371,7
Gran Paraná,300840104,1132,1
Gran Paraná,300840105,1052,2
Gran Paraná,300840106,777,1
Gran Paraná,300840107,670,1
Gran Paraná,300840108,1553,1
Gran Paraná,300840109,433,1
Gran Paraná,300840110,776,1
Gran Paraná,300840111,1557,1
Gran Paraná,300840112,1271,1
Gran Paraná,300840113,1318,1
Gran Paraná,300840114,1585,2
Gran Paraná,300840201,840,3
Gran Paraná,300840202,463,10
Gran Paraná,300840203,591,10
Gran Paraná,300840204,489,10
Gran Paraná,300840205,835,10
Gran Paraná,300840206,456,10
Gran Paraná,300840207,484,8
Gran Paraná,300840208,1273,2
Gran Paraná,300840209,594,9
Gran Paraná,300840210,316,10
Gran Paraná,300840211,528,10
Gran Paraná,300840212,565,10
Gran Paraná,300840213,603,10
Gran Paraná,300840214,459,10
Gran Paraná,300840215,701,8
Gran Paraná,300840216,1111,2
Gran Paraná,300840217,743,8
Gran Paraná,300840218,625,10
Gran Paraná,300840219,586,9
Gran Paraná,300840220,486,9
Gran Paraná,300840221,469,9
Gran Paraná,300840222,373,9
Gran Paraná,300840223,305,10
Gran Paraná,300840224,325,9
Gran Paraná,300840301,819,9
Gran Paraná,300840302,1126,1
Gran Paraná,300840303,840,5
Gran Paraná,300840304,695,6
Gran Paraná,300840305,1672,2
Gran Paraná,300840306,671,10
Gran Paraná,300840307,474,10
Gran Paraná,300840308,543,10
Gran Paraná,300840309,617,10
Gran Paraná,300840310,890,7
Gran Paraná,300840311,703,8
Gran Paraná,300840312,523,7
Gran Paraná,300840313,341,9
Gran Paraná,300840314,802,10
Gran Paraná,300840315,603,7
Gran Paraná,300840316,505,8
Gran Paraná,300840317,563,9
Gran Paraná,300840318,992,10
Gran Paraná,300840319,231,10
Gran Paraná,300840320,498,10
Gran Paraná,300840321,369,10
Gran Paraná,300840322,244,10
Gran Paraná,300840323,354,10
Gran Paraná,300840401,1217,1
Gran Paraná,300840402,1100,1
Gran Paraná,300840403,340,9
Gran Paraná,300840404,1152,6
Gran Paraná,300840405,876,4
Gran Paraná,300840406,790,5
Gran Paraná,300840407,575,3
Gran Paraná,300840408,798,6
Gran Paraná,300840409,1210,3
Gran Paraná,300840410,939,3
Gran Paraná,300840411,1415,5
Gran Paraná,300840412,1206,7
Gran Paraná,300840413,768,6
Gran Paraná,300840414,907,4
Gran Paraná,300840415,1474,2
Gran Paraná,300840416,1281,5
Gran Paraná,300840417,1040,5
Gran Paraná,300840418,1099,2
Gran Paraná,300840419,552,4
Gran Paraná,300840420,764,6
Gran Paraná,300840421,749,8
Gran Paraná,300840501,1087,7
Gran Paraná,300840502,740,5
Gran Paraná,300840503,874,3
Gran Paraná,300840504,1028,6
Gran Paraná,300840505,1714,4
Gran Paraná,300840506,779,4
Gran Paraná,300840507,771,6
Gran Paraná,300840508,1093,5
Gran Paraná,300840509,667,8
Gran Paraná,300840510,743,6
Gran Paraná,300840511,628,4
Gran Paraná,300840512,1140,7
Gran Paraná,300840513,821,8
Gran Paraná,300840514,1319,2
Gran Paraná,300840515,704,4
Gran Paraná,300840516,1156,4
Gran Paraná,300840517,892,3
Gran Paraná,300840518,690,4
Gran Paraná,300840519,663,6
Gran Paraná,300840520,848,6
Gran Paraná,300840521,561,5
Gran Paraná,300840522,918,8
Gran Paraná,300840523,1053,7
Gran Paraná,300840524,980,7
Gran Paraná,300840601,678,10
Gran Paraná,300840602,201,10
Gran Paraná,300840603,456,10
Gran Paraná,300840604,800,10
Gran Paraná,300840605,410,10
Gran Paraná,300840606,456,10
Gran Paraná,300840607,398,9
Gran Paraná,300840608,869,9
Gran Paraná,300840609,336,9
Gran Paraná,300840610,142,10
Gran Paraná,300840611,305,9
Gran Paraná,300840612,734,7
Gran Paraná,300840613,381,9
Gran Paraná,300840614,412,9
Gran Paraná,300840615,706,9
Gran Paraná,300840616,821,8
Gran Paraná,300840617,761,9
Gran Paraná,300840618,633,9
Gran Paraná,300840619,762,9
Gran Paraná,300840620,874,9
Gran Paraná,300840621,853,8
Gran Paraná,300840622,667,8
Gran Paraná,300840623,755,7
Gran Paraná,300840701,866,5
Gran Paraná,300840702,713,10
Gran Paraná,300840703,256,9
Gran Paraná,300840704,198,9
Gran Paraná,300840705,338,9
Gran Paraná,300840706,543,9
Gran Paraná,300840707,454,9
Gran Paraná,300840708,785,9
Gran Paraná,300840709,1000,8
Gran Paraná,300840710,852,9
Gran Paraná,300840711,859,9
Gran Paraná,300840712,895,8
Gran Paraná,300840713,1382,1
Gran Paraná,300840714,1330,1
Gran Paraná,300840715,971,6
Gran Paraná,300840801,686,3
Gran Paraná,300840802,1049,5
Gran Paraná,300840803,834,5
Gran Paraná,300840804,1196,2
Gran Paraná,300840805,1262,2
Gran Paraná,300840806,1084,4
Gran Paraná,300840807,1005,8
Gran Paraná,300840808,568,7
Gran Paraná,300840809,762,6
Gran Paraná,300840810,1090,5
Gran Paraná,300840811,871,8
Gran Paraná,300840812,922,5
Gran Paraná,300840813,84,8
Gran Paraná,300840814,1022,5
Gran Paraná,300840815,982,6
Gran Paraná,300840816,1197,1
Gran Paraná,300840817,985,2
Gran Paraná,300840818,1172,6
Gran Paraná,300840819,1226,6
Gran Paraná,300840820,997,7
Gran Paraná,300840821,1286,8
Gran Paraná,300840822,1191,8
Gran Paraná,300840823,598,6
Gran Paraná,300840901,818,7
Gran Paraná,300840902,786,6
Gran Paraná,300840903,374,8
Gran Paraná,300840904,842,8
Gran Paraná,300840905,486,7
Gran Paraná,300840906,704,5
Gran Paraná,300840907,1374,5
Gran Paraná,300840908,717,6
Gran Paraná,300840909,1003,4
Gran Paraná,300840910,700,5
Gran Paraná,300840911,1062,8
Gran Paraná,300840912,853,3
Gran Paraná,300840913,1142,4
Gran Paraná,300840914,991,4
Gran Paraná,300840915,437,4
Gran Paraná,300840916,978,4
Gran Paraná,300840917,1166,3
Gran Paraná,300841001,799,6
Gran Paraná,300841002,955,2
Gran Paraná,300841003,867,4
Gran Paraná,300841004,502,6
Gran Paraná,300841005,599,7
Gran Paraná,300841006,603,7
Gran Paraná,300841007,733,8
Gran Paraná,300841008,911,6
Gran Paraná,300841009,1077,5
Gran Paraná,300841010,635,4
Gran Paraná,300841011,861,7
Gran Paraná,300841012,760,6
Gran Paraná,300841013,813,7
Gran Paraná,300841014,1223,7
Gran Paraná,300841015,1158,6
Gran Paraná,300841016,594,5
Gran Paraná,300841017,1065,6
Gran Paraná,300841018,1219,5
Gran Paraná,300841019,507,5
Gran Paraná,300841020,1274,6
Gran Paraná,300841021,957,4
Gran Paraná,300841101,307,4
Gran Paraná,300841102,838,5
Gran Paraná,300841103,1268,3
Gran Paraná,300841104,1082,2
Gran Paraná,300841105,430,1
Gran Paraná,300841106,1290,2
Gran Paraná,300841107,1189,3
Gran Paraná,300841108,783,3
Gran Paraná,300841110,1532,2
Gran Paraná,300841111,980,5
Gran Paraná,300841112,829,5
Gran Paraná,300841113,656,1
Gran Paraná,300841114,1171,2
