eph_aglome,localidade,decil_NSE,poblacion,tasa_acceso,total_ha_accesibles,m2_accesibles_per_capita
Gran Mendoza,Guaymallén,8,21047,0.7945550434741293,932.0572387746995,442.84564962925805
Gran Mendoza,Guaymallén,9,12024,0.6193446440452428,185.22949509201982,154.04981295078161
Gran Mendoza,Guaymallén,10,5281,1,84.97199896056176,160.9013424740802
Gran Mendoza,Las Heras,1,45410,0.3468399031050429,14.08893645685407,3.1026065749513476
Gran Mendoza,Las Heras,2,38410,0.38562874251497004,24.946458103944153,6.494782115059659
Gran Mendoza,Las Heras,3,26966,0.5778758436549729,33.32859324881939,12.359487224215453
Gran Mendoza,Las Heras,4,26287,0.6196599079392856,39.23357116721789,14.925085086627568
Gran Mendoza,Las Heras,5,18276,0.6957758809367477,20.48981242146655,11.211322182899185
Gran Mendoza,Las Heras,6,9944,0.40486725663716816,7.636328789922501,7.679333055030673
Gran Mendoza,Las Heras,7,9043,0.6222492535662943,22.615192798803655,25.00850691010025
Gran Mendoza,Las Heras,8,4202,0.5111851499286054,6.134261339654308,14.598432507506683
Gran Mendoza,Las Heras,9,7451,0.5428801503153939,17.618039394266905,23.645201173355126
Gran Mendoza,Las Heras,10,2543,0.5878883208808494,18.165836506861055,71.43466970845873
Gran Mendoza,Luján de Cuyo,1,7383,1,11.056727993458486,14.975928475495714
Gran Mendoza,Luján de Cuyo,2,4565,0.8433734939759037,4.50650878415773,9.871870282930406
Gran Mendoza,Luján de Cuyo,3,7285,0.6867536032944407,7.877392004376149,10.813166787064034
Gran Mendoza,Luján de Cuyo,4,6459,0.6501006347731847,8.166048514301988,12.642899077724087
Gran Mendoza,Luján de Cuyo,5,7154,0.7425216662007269,4.522107627938082,6.321089779057985
Gran Mendoza,Luján de Cuyo,6,7758,0.7119102861562259,5.045736931332946,6.503914580217769
Gran Mendoza,Luján de Cuyo,7,9973,0.5749523714027875,5.140958890866675,5.154877058925774
Gran Mendoza,Luján de Cuyo,8,9297,0.2436269764440142,6.634320168080228,7.135979528966578
Gran Mendoza,Luján de Cuyo,9,7819,0.3196060877350045,5.444949303239136,6.963741275404958
Gran Mendoza,Luján de Cuyo,10,14440,0.18746537396121885,4.1912506859303456,2.90252817585204
Gran Mendoza,Luján de Cuyo,NA,0,NaN,0.5919392627950758,Inf
Gran Mendoza,Maipú,1,11866,0.718186414967133,33.23666497229221,28.009999133905453
Gran Mendoza,Maipú,2,19108,0.47786267531923804,114.81823853201797,60.08909280511721
Gran Mendoza,Maipú,3,18996,0.593124868393346,130.61087888334552,68.75704300028718
Gran Mendoza,Maipú,4,13690,0.7883126369612856,100.02588355059818,73.06492589525068
Gran Mendoza,Maipú,5,13761,0.8658527723275925,192.25478616664807,139.70989475085247
Gran Mendoza,Maipú,6,12443,0.6728280961182994,111.72103093936302,89.78625005172628
Gran Mendoza,Maipú,7,8455,0.8013010053222945,90.58116603288305,107.13325373492968
Gran Mendoza,Maipú,8,3754,1,39.64250632220246,105.60070943580837
Gran Mendoza,Maipú,9,3127,0.6239206907579149,37.553148409455375,120.09321525249561
Gran Mendoza,Mendoza,1,15440,0.7470854922279793,64.59539844449789,41.83639795628102
Gran Mendoza,Mendoza,2,6784,0.5228478773584906,11.48766460965609,16.93346787979966
Gran Mendoza,Mendoza,3,1314,0,0,0
Gran Mendoza,Mendoza,5,3294,1,11.550973668821563,35.06670816278555
Gran Mendoza,Mendoza,6,6795,1,89.57080817383924,131.818702242589
Gran Mendoza,Mendoza,7,9120,1,106.41500053826472,116.68311462529026
Gran Mendoza,Mendoza,8,17312,1,1176.7651238007788,679.7395585725387
Gran Mendoza,Mendoza,9,23672,0.9349864819195675,3459.418916932052,1461.3969740334792
Gran Mendoza,Mendoza,10,29784,0.8885979049153908,17425.50782834953,5850.627124748029
Gran Mendoza,Mendoza,NA,1378,1,440.5802415767925,3197.244133358436
Gran Paraná,Colonia Avellaneda,1,17,1,0.8774705025073607,516.1591191219769
Gran Paraná,Colonia Avellaneda,2,1177,0.6822429906542056,2.1991253172449534,18.684157325785502
Gran Paraná,Colonia Avellaneda,3,1124,1,2.321890708945785,20.657390648983853
Gran Paraná,Colonia Avellaneda,4,441,0.024943310657596373,1.4444202064384242,32.75329266300282
Gran Paraná,Colonia Avellaneda,5,72,0,0,0
Gran Paraná,Colonia Avellaneda,9,139,0,0,0
Gran Paraná,Oro Verde,3,227,0,0,0
Gran Paraná,Oro Verde,7,1454,0.43810178817056394,3.6419467033107535,25.047776501449476
Gran Paraná,Oro Verde,8,1035,0.5690821256038647,6.49964826094599,62.79853392218347
Gran Paraná,Oro Verde,9,716,1,106.60913592557468,1488.9544123683615
Gran Paraná,Oro Verde,10,684,1,6.49964826094599,95.02409738225131
Gran Paraná,Paraná,1,28905,0.6846220377097388,62.529356087882675,21.63271270987119
Gran Paraná,Paraná,2,27766,0.5516819131311677,87.39536279975883,31.475676294662115
Gran Paraná,Paraná,3,25047,0.523336128079211,61.369550188303826,24.50175677258906
Gran Paraná,Paraná,4,23995,0.5487393206918108,23.681524903279747,9.86935815931642
Gran Paraná,Paraná,5,30746,0.7064984062967541,101.73228450744254,33.08797388520215
Gran Paraná,Paraná,6,29112,0.6497320692497939,96.74617732576671,33.23240496213476
Gran Paraná,Paraná,7,24822,0.5592216582064298,64.35818994244902,25.927882500382328
Gran Paraná,Paraná,8,22967,0.6145774371924936,98.1222964123904,42.72316646161466
Gran Paraná,Paraná,9,16531,0.9383582360413768,166.8849327486964,100.95271474726054
Gran Paraná,Paraná,10,16487,0.9635470370595014,555.3943921849997,336.868073139443
Gran Paraná,San Benito,1,1700,1,5.862441649051087,34.4849508767711
Gran Paraná,San Benito,2,3472,1,11.386596402561128,32.795496551155324
Gran Paraná,San Benito,3,1084,0.5618081180811808,2.8129451756642547,25.949678742290175
Gran Paraná,San Benito,4,2039,1,9.281535475589257,45.52003666301744
Gran Paraná,San Benito,5,810,1,5.305587942887994,65.50108571466659
Gran Paraná,Sauce Montrull,1,148,0,0,0
Gran Paraná,Sauce Montrull,2,129,0,0,0
Gran Paraná,Sauce Montrull,3,179,0,0,0
Gran Paraná,Sauce Montrull,4,290,0,0,0
Gran Resistencia,Barranqueras,1,4690,0.2876332622601279,0.9018420384441095,1.9229041331430907
Gran Resistencia,Barranqueras,2,11988,0.08291624958291625,0.9018420384441095,0.7522873193561139
Gran Resistencia,Barranqueras,3,5145,0.15471331389698736,1.085296099308366,2.109419046274764
Gran Resistencia,Barranqueras,4,5602,0.5712245626561943,6.915648892575409,12.344964106703694
Gran Resistencia,Barranqueras,5,6379,0.5928828970058003,7.323960185557651,11.481361005733893
Gran Resistencia,Barranqueras,6,8756,0.6974645957058018,19.301237163001765,22.04344125514135
Gran Resistencia,Barranqueras,7,10782,1,21.93436012201407,20.343498536462686
Gran Resistencia,Barranqueras,8,1356,1,2.489270786142489,18.3574541750921
Gran Resistencia,Fontana,1,8319,0.757182353648275,25.178114449140246,30.265794505517782
Gran Resistencia,Fontana,2,6754,0.4644655019247853,12.328804908865784,18.254078929324525
Gran Resistencia,Fontana,3,4036,0.7301783944499505,8.331194902952621,20.642207390863778
Gran Resistencia,Fontana,4,5588,0.822655690765927,15.889186337721348,28.434478056051088
Gran Resistencia,Fontana,5,5021,1,8.954738897366775,17.834572589856155
Gran Resistencia,Fontana,6,633,1,2.247809551817691,35.51041945999511
Gran Resistencia,Fontana,7,1676,0.45167064439140814,3.631788832066767,21.66938443953918
Gran Resistencia,Puerto Vilelas,1,1803,0,0,0
Gran Resistencia,Puerto Vilelas,2,966,0,0,0
Gran Resistencia,Puerto Vilelas,4,3353,0,0,0
Gran Resistencia,Puerto Vilelas,5,2156,0.5496289424860853,0.9018420384441095,4.18294080910997
Gran Resistencia,Resistencia,1,26207,0.4176365093295684,102.29994736345668,39.035352143876324
Gran Resistencia,Resistencia,2,28698,0.7904383580737334,69.1815218572155,24.10673979274357
Gran Resistencia,Resistencia,3,32654,0.5320940772952778,94.02388539829425,28.793987076099178
Gran Resistencia,Resistencia,4,31201,0.5039582064677414,99.23980400041548,31.806610044683016
Gran Resistencia,Resistencia,5,27649,0.4873955658432493,93.64287642869034,33.86844964689151
Gran Resistencia,Resistencia,6,29186,0.7808880970328239,89.77617569219804,30.76001359973893
Gran Resistencia,Resistencia,7,25551,0.6859222731008571,91.11568684494696,35.660321257464275
Gran Resistencia,Resistencia,8,34008,0.8919077864031992,185.26724561470957,54.47754811065325
Gran Resistencia,Resistencia,9,29376,0.8191040305010894,171.96554020415226,58.53946766208887
Gran Resistencia,Resistencia,10,26193,0.9436108884052992,303.5621256258992,115.894370872332
Gran Rosario,Capitán Bermúdez,1,7678,1,4.95782389667962,6.457181423130528
Gran Rosario,Capitán Bermúdez,2,5263,0.737602128063842,2.3758550229570363,4.514259971417512
Gran Rosario,Capitán Bermúdez,3,3427,1,1.9053444509264317,5.559802891527375
Gran Rosario,Capitán Bermúdez,4,2027,1,1.3448234329523285,6.634550729907886
Gran Rosario,Capitán Bermúdez,5,9223,1,14.544235125961666,15.769527405357982
Gran Rosario,Capitán Bermúdez,6,649,1,0.7843024149782257,12.08478297347035
Gran Rosario,Fray Luis Beltrán,1,3647,0.6287359473539896,16.68584944307392,45.7522606061802
Gran Rosario,Fray Luis Beltrán,2,1041,1,8.34292472153696,80.14336908296792
Gran Rosario,Fray Luis Beltrán,3,2403,1,17.348410177503457,72.19479890762987
Gran Rosario,Fray Luis Beltrán,4,6478,1,37.245023576269624,57.494633492234676
Gran Rosario,Fray Luis Beltrán,5,1349,1,9.5660064739406,70.91183449918903
Gran Rosario,Funes,5,2355,1,10.316703098116328,43.80765646758526
Gran Rosario,Funes,6,3445,1,1.953790648588445,5.671380692564427
Gran Rosario,Funes,7,5087,0.607430705720464,23.30698563091073,45.81675964401559
Gran Rosario,Funes,8,9215,0.7463917525773196,43.08675303418032,46.75719265781912
Gran Rosario,Funes,9,1478,0.2354533152909337,10.672490819925807,72.20900419435594
Gran Rosario,Funes,10,1172,0,0,0
Gran Rosario,Granadero Baigorria,1,7031,0.7276347603470346,4.350791084063868,6.188011782198647
Gran Rosario,Granadero Baigorria,2,7676,0.1341844710786868,57.17025210976966,74.47922369693806
Gran Rosario,Granadero Baigorria,3,5015,0.696111665004985,4.036917969316221,8.049686877998447
Gran Rosario,Granadero Baigorria,4,3539,0.6524441932749364,4.174933176214564,11.796929008800689
Gran Rosario,Granadero Baigorria,5,4575,0.4098360655737705,74.78665131130252,163.46809029792902
Gran Rosario,Granadero Baigorria,6,6197,0.5147652089720832,146.07472455758068,235.71845176308
Gran Rosario,Granadero Baigorria,7,2448,0.6711601307189542,85.01527319663886,347.2846127313679
Gran Rosario,Pérez,1,7602,1,3.7040933586928992,4.8725248075413035
Gran Rosario,Pérez,2,5383,0.3094928478543563,0.9260233396732248,1.720273712935584
Gran Rosario,Pérez,3,2742,0.3278628738147338,0.7441721533083823,2.7139757596950482
Gran Rosario,Pérez,4,6926,0.36269130811435174,4.314413531163358,6.229300507021885
Gran Rosario,Pérez,5,1435,1,7.349275292574964,51.214461969163516
Gran Rosario,Pérez,6,2360,1,11.023912938862445,46.711495503654426
Gran Rosario,Puerto General San Martín,1,2152,0,0,0
Gran Rosario,Puerto General San Martín,2,8218,0.727427597955707,22.733639608745346,27.663226586450897
Gran Rosario,Puerto General San Martín,3,2023,1,18.61208168545958,92.0023810452772
Gran Rosario,Puerto General San Martín,4,850,1,1.1002496775670558,12.944113853730068
Gran Rosario,Roldán,2,2753,1,14.590337878358524,52.997958148777784
Gran Rosario,Roldán,3,1927,1,0.6470191199100213,3.357649817903587
Gran Rosario,Roldán,4,1518,1,13.640039046121267,89.85532968459333
Gran Rosario,Roldán,5,1140,1,13.640039046121267,119.64946531685321
Gran Rosario,Roldán,6,4748,0.7243049705139006,55.37029886005054,116.61815261173238
Gran Rosario,Roldán,7,687,1,14.287058166031288,207.9630009611541
Gran Rosario,Roldán,8,1022,0.6575342465753424,2.3644693856262484,23.135708274229437
Gran Rosario,Rosario,1,117407,0.6985273450475695,3183.9455469297804,271.188732096875
Gran Rosario,Rosario,2,115225,0.5500282056845303,1955.743148948605,169.73253625069256
Gran Rosario,Rosario,3,120473,0.6070571829372556,2516.1163967545876,208.85313694807863
Gran Rosario,Rosario,4,103950,0.6455315055315055,2772.420514070662,266.70712016071786
Gran Rosario,Rosario,5,89232,0.6547987269141116,1632.9726304675662,183.00302923475505
Gran Rosario,Rosario,6,87552,0.8203239217836257,955.154707972731,109.09570403562809
Gran Rosario,Rosario,7,87844,0.8760074677837986,2224.261770378904,253.20588433802016
Gran Rosario,Rosario,8,75110,0.965344161895886,1466.6286508519445,195.26409943442212
Gran Rosario,Rosario,9,78145,0.9883293876767547,1797.9616163331978,230.0801863629404
Gran Rosario,Rosario,10,73374,0.9478289312290457,2123.510903927318,289.4091781731019
Gran Rosario,Rosario,NA,0,NaN,2.5871189523636176,Inf
Gran Rosario,San Lorenzo,1,4843,0.340697914515796,4.729333552652935,9.765297445081428
Gran Rosario,San Lorenzo,2,9651,0.6007667599212517,12.291529796953988,12.736016782669141
Gran Rosario,San Lorenzo,3,6979,0.27296174236996706,1.3260516299575393,1.9000596503188698
Gran Rosario,San Lorenzo,4,7345,0.49271613342409804,4.613432641961909,6.28105192915168
Gran Rosario,San Lorenzo,5,4884,1,16.480727133546996,33.74432255026002
Gran Rosario,San Lorenzo,6,5329,0.6063051229123663,19.762569127619713,37.084948635052946
Gran Rosario,San Lorenzo,7,4869,0.6451016635859519,43.15955596275474,88.64151974277006
Gran Rosario,San Lorenzo,8,2058,1,20.51624977353579,99.69023213574242
Gran Rosario,Soldini,6,2477,0,0,0
Gran Rosario,Villa Gobernador Gálvez,1,34941,0.26833805557940527,187.95333362562394,53.79162978324145
Gran Rosario,Villa Gobernador Gálvez,2,21059,0.41322000094971273,190.14375203540465,90.29096919863461
Gran Rosario,Villa Gobernador Gálvez,3,8189,0.8081572841616803,547.0818131561991,668.0691331740128
Gran Rosario,Villa Gobernador Gálvez,4,5618,0.8661445354218583,184.33565485838065,328.11615318330485
Gran Rosario,Villa Gobernador Gálvez,5,8144,0.8522838899803536,558.3026114328927,685.5385700305657
Gran Rosario,Villa Gobernador Gálvez,6,2818,1,7.8387680816018745,27.816778146209632
Gran San Juan,Chimbas,1,18277,0.7038354215680911,11.29415339051485,6.179435022440691
Gran San Juan,Chimbas,2,18126,0.43114862628268785,9.148568365516141,5.047207528145283
Gran San Juan,Chimbas,3,18066,0.6594708291818886,38.75594982030153,21.452424344238644
Gran San Juan,Chimbas,4,13983,0.565186297647143,15.00624543267534,10.73177818256121
Gran San Juan,Chimbas,5,10031,0.5451101585086233,7.890479481410759,7.866094588187378
Gran San Juan,Chimbas,6,4760,0.6978991596638655,7.770505580863205,16.324591556435305
Gran San Juan,Chimbas,7,4015,0.7043586550435865,5.272797845923353,13.132746814254928
Gran San Juan,El Rincón,3,478,0,0,0
Gran San Juan,Rawson,1,13924,0.9216460787130135,38.07938429240535,27.348020893712548
Gran San Juan,Rawson,2,10105,0.42483918852053437,14.73248067928406,14.579397010672006
Gran San Juan,Rawson,3,22808,0.848868817958611,69.5326571278712,30.486082570971238
Gran San Juan,Rawson,4,17900,0.6974301675977653,12.18036904842346,6.804675446046625
Gran San Juan,Rawson,5,17061,0.5649141316452728,25.16995406419807,14.752918389425046
Gran San Juan,Rawson,6,12308,0.7297692557686057,17.096268075896727,13.890370552402281
Gran San Juan,Rawson,7,8725,0.5457879656160458,3.6363954665772154,4.167788500375032
Gran San Juan,Rawson,8,5548,0.7316149963950973,3.168960671395343,5.711897388960604
Gran San Juan,Rawson,9,1045,1,0.5750763151360676,5.50312263288103
Gran San Juan,Rivadavia,1,6280,0.33343949044585985,3.5683335700649907,5.682059824944252
Gran San Juan,Rivadavia,2,2944,0.3179347826086957,1.3094604562340537,4.4478955714471935
Gran San Juan,Rivadavia,3,8513,0.4578879360977329,2.079566900180845,2.442813227041989
Gran San Juan,Rivadavia,4,6166,0.6183911774245865,6.794803550913482,11.019791681663124
Gran San Juan,Rivadavia,5,5440,0.8014705882352942,12.241465663394495,22.502694234181057
Gran San Juan,Rivadavia,6,9793,1,11.537646361885097,11.781523906754924
Gran San Juan,Rivadavia,7,13689,0.657754401344145,16.479930049595776,12.038812221196416
Gran San Juan,Rivadavia,8,11996,0.7600866955651884,17.909826659181544,14.929832160037966
Gran San Juan,Rivadavia,9,10918,0.6866642242168896,17.787904988069265,16.292274215121143
Gran San Juan,Rivadavia,10,6843,0.8326757270203128,23.31698717608246,34.07421770580514
Gran San Juan,San Juan,1,2315,0.3956803455723542,4.027439762966335,17.39714800417423
Gran San Juan,San Juan,2,1102,1,0.5412485773582012,4.911511591272243
Gran San Juan,San Juan,3,1245,1,4.027439762966335,32.34891375876574
Gran San Juan,San Juan,4,7268,0.4569345074298294,8.664596211000346,11.92156880985188
Gran San Juan,San Juan,5,9539,0.6088688541775867,7.9995726451914315,8.386175327803157
Gran San Juan,San Juan,6,11281,0.815087314954348,13.043266211691222,11.562154252008883
Gran San Juan,San Juan,7,17094,0.8867438867438867,83.4700897113464,48.83005131118895
Gran San Juan,San Juan,8,14842,0.8343215200107802,67.87813599987815,45.733820239777764
Gran San Juan,San Juan,9,21718,0.9031218344230593,107.43475002861474,49.4680679752347
Gran San Juan,San Juan,10,22719,0.9164575905629649,204.17859249899084,89.87129385051756
Gran San Juan,Santa Lucía,1,3737,0.7147444474177147,1.4128436538294888,3.7806894670310114
Gran San Juan,Santa Lucía,2,13020,0.4025345622119816,3.6591445912024008,2.810402911829801
Gran San Juan,Santa Lucía,3,966,1,0.7078338473384269,7.327472539735268
Gran San Juan,Santa Lucía,4,4766,0.2668904741921947,1.6579038262488321,3.4786064335896607
Gran San Juan,Santa Lucía,5,3552,0.455518018018018,2.3869729117301293,6.720081395636624
Gran San Juan,Santa Lucía,6,7303,0.5671641791044776,6.242287518774718,8.547566094447102
Gran San Juan,Santa Lucía,7,2526,0.5570071258907363,0.7078338473384269,2.80219258645458
Gran San Juan,Santa Lucía,8,8945,0.7544997205142537,12.707371845244452,14.206117211005536
Gran San Juan,Santa Lucía,9,1137,1,5.872734970837202,51.651143103229565
Gran San Juan,Santa Lucía,10,2135,0.2838407494145199,1.326314135746658,6.212244195534697
Gran San Juan,Villa Barboza - Villa Nacusi,1,10521,0.5960460032316319,10.350267323306296,9.837722006754394
Gran San Juan,Villa Barboza - Villa Nacusi,2,7436,0.5322754168908015,1.7616287655454128,2.369054283950259
Gran San Juan,Villa Barboza - Villa Nacusi,3,2518,0.5274027005559968,0.7355116708770394,2.921015372823826
Gran San Juan,Villa Barboza - Villa Nacusi,4,2522,0,0,0
Gran San Juan,Villa General San Martín - Campo Afuera,1,6382,0.21732999059855845,0.5020260907042772,0.7866281584209921
Gran San Juan,Villa General San Martín - Campo Afuera,2,5523,0,0,0
Gran San Juan,Villa General San Martín - Campo Afuera,3,2535,0,0,0
Gran San Juan,Villa General San Martín - Campo Afuera,4,1799,0.4919399666481378,1.2178946386586642,6.7698423494089175
Gran San Juan,Villa General San Martín - Campo Afuera,5,1407,0,0,0
Gran San Juan,Villa General San Martín - Campo Afuera,6,2224,1,7.470077388039604,33.588477464206854
Gran Santa Fe,Recreo,1,1684,0,0,0
Gran Santa Fe,Recreo,2,4515,0.22436323366555924,1.272846734980945,2.8191511295259026
Gran Santa Fe,Recreo,3,2817,1,3.8185402049428347,13.555343290531894
Gran Santa Fe,Recreo,4,1700,0.53,1.272846734980945,7.4873337351820295
Gran Santa Fe,Recreo,5,1651,0,0,0
Gran Santa Fe,San José del Rincón,2,1575,0,0,0
Gran Santa Fe,San José del Rincón,3,1493,1,0.759004966590734,5.083757311391387
Gran Santa Fe,San José del Rincón,4,2182,0,0,0
Gran Santa Fe,San José del Rincón,5,1371,0.412837345003647,0.759004966590734,5.536141258867498
Gran Santa Fe,San José del Rincón,6,1243,0,0,0
Gran Santa Fe,San José del Rincón,8,2312,0,0,0
Gran Santa Fe,Santa Fe,1,64887,0.674603541541449,134.65837227392623,20.75275051611667
Gran Santa Fe,Santa Fe,2,51624,0.625368045870138,96.48631811639353,18.69020574081697
Gran Santa Fe,Santa Fe,3,41236,0.5944805509748763,90.35047410655923,21.91058155654264
Gran Santa Fe,Santa Fe,4,41429,0.8148881218470154,121.10035842963762,29.230818612478608
Gran Santa Fe,Santa Fe,5,34591,0.8006128761816658,193.44256199426303,55.922801305039755
Gran Santa Fe,Santa Fe,6,32379,0.7484171839772692,322.6962274684549,99.66219693889708
Gran Santa Fe,Santa Fe,7,32837,0.8481590888327192,322.9229126143721,98.34117386313368
Gran Santa Fe,Santa Fe,8,28071,0.8854333653948915,604.6255513623557,215.39152554677628
Gran Santa Fe,Santa Fe,9,31191,0.975601936456029,396.24178544075556,127.03721760788547
Gran Santa Fe,Santa Fe,10,29343,1,462.1943229273075,157.51433831827265
Gran Santa Fe,Santa Fe,NA,217,1,23.17139245880782,1067.8061040925263
Gran Santa Fe,Santo Tomé,1,6046,0.2801852464439299,0.5263917879517772,0.8706447038567271
Gran Santa Fe,Santo Tomé,2,5343,0.29009919520868427,0.6080663206755067,1.1380616145901303
Gran Santa Fe,Santo Tomé,3,12383,0,0,0
Gran Santa Fe,Santo Tomé,4,7590,0.5413702239789197,4.777948951814731,6.29505790752929
Gran Santa Fe,Santo Tomé,5,9740,0.6351129363449692,7.988372041401716,8.20161400554591
Gran Santa Fe,Santo Tomé,6,9111,0.32411370870376466,4.94784254073492,5.430625113308
Gran Santa Fe,Santo Tomé,7,7432,0.32979009687836386,3.341045949803578,4.495487015343889
Gran Santa Fe,Santo Tomé,8,5928,0.7484817813765182,9.158308912452986,15.44923905609478
Gran Santa Fe,Santo Tomé,9,1905,0,0,0
Gran Santa Fe,Santo Tomé,10,206,0,0,0
Gran Santa Fe,Sauce Viejo,2,2424,0,0,0
Gran Santa Fe,Sauce Viejo,3,1011,0,0,0
Gran Santa Fe,Sauce Viejo,4,1620,0,0,0
Gran Santa Fe,Sauce Viejo,5,698,0,0,0
Gran Santa Fe,Sauce Viejo,6,1270,1,1.299815306108934,10.234766189834124
Gran Santa Fe,Sauce Viejo,8,192,1,0.6127890281222063,31.91609521469824
Gran Tucumán - Tafi Viejo,Alderetes,1,9043,0,0,0
Gran Tucumán - Tafi Viejo,Alderetes,2,7603,0,0,0
Gran Tucumán - Tafi Viejo,Alderetes,3,8114,0,0,0
Gran Tucumán - Tafi Viejo,Alderetes,4,10517,0.33498145859085293,4.301401543288026,4.089951072823073
Gran Tucumán - Tafi Viejo,Alderetes,5,2850,0.5817543859649122,1.433800514429342,5.030878997997691
Gran Tucumán - Tafi Viejo,Alderetes,6,701,0,0,0
Gran Tucumán - Tafi Viejo,Alderetes,7,1225,0,0,0
Gran Tucumán - Tafi Viejo,Alderetes,8,862,0,0,0
Gran Tucumán - Tafi Viejo,Banda del Río Salí,1,11086,0,0,0
Gran Tucumán - Tafi Viejo,Banda del Río Salí,2,17126,0.17137685390634125,1.9824784685883672,1.157584064339815
Gran Tucumán - Tafi Viejo,Banda del Río Salí,3,19498,0.262026874551236,3.9649569371767344,2.033519815969194
Gran Tucumán - Tafi Viejo,Banda del Río Salí,4,7144,0,0,0
Gran Tucumán - Tafi Viejo,Banda del Río Salí,5,5692,0.6630358397751229,3.9649569371767344,6.965841421603539
Gran Tucumán - Tafi Viejo,Banda del Río Salí,6,1820,1,1.9824784685883672,10.892738838397623
Gran Tucumán - Tafi Viejo,Banda del Río Salí,7,860,0,0,0
Gran Tucumán - Tafi Viejo,Barrio San Felipe,1,2157,0,0,0
Gran Tucumán - Tafi Viejo,Barrio San José III,5,1103,1,0.516824087807443,4.685621829623237
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,1,3369,0.3027604630454141,33.48094733641707,99.37948155659564
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,2,1384,1,1.7668976919814479,12.766601820675202
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,4,1170,1,1.7668976919814479,15.101689675055109
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,5,555,1,1.1947386530018411,21.52682257660975
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,6,1447,1,6.158271764028887,42.5588926332335
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,7,3486,0.5111876075731497,41.98861591608294,120.44927113047315
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,8,83,1,82.78306544513298,9973.863306642528
Gran Tucumán - Tafi Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,NA,0,NaN,3.0724740304931997,Inf
Gran Tucumán - Tafi Viejo,El Manantial,2,1350,0,0,0
Gran Tucumán - Tafi Viejo,El Manantial,3,4764,0.6666666666666666,2.4460218697365375,5.1343867962563765
Gran Tucumán - Tafi Viejo,El Manantial,4,3806,0.31240147136100893,1.2230109348682687,3.213376076900338
Gran Tucumán - Tafi Viejo,El Manantial,5,2194,1,2.4460218697365375,11.148686735353408
Gran Tucumán - Tafi Viejo,El Manantial,6,2344,1,2.4460218697365375,10.435246884541542
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,1,65784,0.4266843001337711,160.39224793815188,24.381650239899045
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,2,60877,0.6192157957849435,1008.5677652047119,165.67303993375364
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,3,52893,0.5579377233282287,502.9541637324899,95.08898412502408
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,4,41684,0.5751607331350158,557.8524992107259,133.8289269769518
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,5,61867,0.6820760664005043,584.1667682732804,94.42299905818616
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,6,62266,0.6851572286641184,1371.628906886656,220.28537354040023
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,7,59320,0.7866149696561024,756.9997924603654,127.61291174314992
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,8,53213,0.8755755172608197,1683.7212001441774,316.411628764433
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,9,50141,1,2885.865738636996,575.550096455395
Gran Tucumán - Tafi Viejo,San Miguel de Tucumán,10,40821,0.9711912985963107,3193.5519729601033,782.3306565150543
Gran Tucumán - Tafi Viejo,Tafí Viejo,1,2156,0,0,0
Gran Tucumán - Tafi Viejo,Tafí Viejo,2,3846,0.33229329173166927,1.5261966354764067,3.968269983037979
Gran Tucumán - Tafi Viejo,Tafí Viejo,3,5228,0.5024866105585309,1.1197383972142823,2.1418102471581526
Gran Tucumán - Tafi Viejo,Tafí Viejo,4,4008,0.32759481037924154,0.5340741690148599,1.3325203817736027
Gran Tucumán - Tafi Viejo,Tafí Viejo,5,6691,0.14257958451651473,1.5261966354764067,2.280969414850406
Gran Tucumán - Tafi Viejo,Tafí Viejo,6,7140,0.7915966386554621,4.04451573741436,5.664587867527115
Gran Tucumán - Tafi Viejo,Tafí Viejo,7,7479,0.826447386014173,5.622302432075329,7.517452108671385
Gran Tucumán - Tafi Viejo,Tafí Viejo,8,1514,1,1.9842449329230933,13.10597709988833
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,1,4874,0,0,0
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,2,10203,0.6824463393119671,5.648951706706662,5.536559547884605
